name,date,total_number,daily_number,number_from_unit,Square,Context,Unit,raw_material,mass,flake_type,completeness,percussion_length,max_dimension,platform_width,width_at_0.25_length,width_at_0.50_length,width_at_0.75_length,platform_thickness,thickness_at_0.25_length,thickness_at_0.50_length,thickness_at_0.75_length,thickness_at_0.25_width,thickness_at_0.75_width,platform_type,dorsal_cortex_perc,dorsal_cortex_dist,cortex_texture,heat_treatment,initiation,termination,platform_preparation,dorsal_scar_surface_count,dorsal_scar_initiation_count,dorsal_scar_directions,comment
...1014,42492,1013,136,107,B1,2,10,blq,18.1,p,co,34.42,49.63,33.95,36.81,36.97,39.99,11.66,11.53,11.65,5.85,3.2600000000000002,7.92,co,0,n,n,n,h,f,n,5,1,p3m1d1,NA
...1015,42492,1014,137,108,B1,2,10,blq,39.5,p,co,40.38,71.2,37.48,37.63,37.32,25.07,8.42,14.8,15.58,13.18,9.350000000000001,9.49,co,0,n,n,n,h,f,n,2,0,p1,NA
...1016,42492,1015,138,109,B1,2,10,blq,10.8,p,co,28.4,42.98,32.99,37.24,34,24.82,8.52,10.16,8.65,6.63,3.79,5.1499999999999995,co,0,n,n,n,h,f,n,3,2,p1m1,NA
...1017,42492,1016,139,110,B1,2,10,blq,4.9,p,co,22.96,36.52,33.86,34.33,30.26,23.47,7.41,6.52,5.4,2.64,1.93,2.65,co,0,n,n,n,h,f,n,1,1,p1,NA
...1018,42492,1017,140,111,B1,2,10,blq,2,p,co,14.43,29.42,29.63,21.68,17.47,14.12,5.61,4.75,3.46,2.48,2.9899999999999998,2.52,co,0,n,n,n,h,f,n,1,0,n,NA
...1019,42492,1018,141,1,B1,2,12,rd,41,p,co,48.75,67.74,33.42,40.68,41.61,36.6,18.53,14.74,12.62,8.49,6.76,8.34,co,20,di,s,n,h,f,n,3,0,n,NA
...1020,42492,1019,142,2,B1,2,12,rd,12.3,p,lr,31.35,53.07,14.56,16.23,23.19,19.48,9.56,9.21,9.16,8.11,NA,4.1,co,10,di,s,n,h,f,n,4,0,p2,NA
...1021,42492,1020,143,3,B1,2,12,rd,17.5,p,lr,39.55,49.9,27.65,27.34,27.37,29.12,15.34,12.78,11.44,7.2,NA,3.4299999999999997,co,0,n,n,n,h,f,n,1,0,n,NA
...1022,42492,1021,144,4,B1,2,12,rd,1.4,p,ll,15.31,20.17,16.17,15.3,13.06,11.43,7.42,6.67,4.28,2.18,2.04,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...1023,42492,1022,145,5,B1,2,12,rd,2.7,p,co,12.83,28.99,23.77,18.65,17.42,12.2,5.88,6.19,6.31,4.12,2.4299999999999997,5.63,co,0,n,n,n,h,f,n,1,0,n,NA
...1024,42492,1023,146,6,B1,2,12,rd,2.2,p,t,8.22,26.75,23.06,25.96,20.22,14.14,8.34,8.24,7.58,6.64,2.3199999999999994,4.119999999999999,co,0,n,n,n,h,s,o,2,0,n,NA
...1025,42492,1024,147,7,B1,2,12,rd,4.4,p,co,28.27,41.07,17.91,17.8,15.47,11.06,4.64,6.27,5.71,4.11,3.46,4.83,co,0,n,n,n,h,f,o,3,1,p2,NA
...1026,42492,1025,148,8,B1,2,12,rd,7.9,p,co,41.91,46.7,7.86,13.55,18.24,16.34,5.14,7.38,9.29,5.14,3.65,7,co,0,n,n,n,h,f,n,3,0,n,NA
...1027,42492,1026,149,9,B1,2,12,rd,7.7,p,co,25.69,39.52,10.84,20.08,26.92,37.54,3.95,6.1,6.99,3.95,5.6499999999999995,3.77,co,0,n,n,n,h,f,n,3,1,p3,NA
...1028,42492,1027,150,10,B1,2,12,rd,3.8,p,co,30.3,33.48,13.63,14.71,18.23,11.24,8.18,6.6,6.37,4.92,3.12,4.119999999999999,co,0,n,n,n,h,f,n,3,1,p2,NA
...1029,42492,1028,151,11,B1,2,12,rd,13.7,p,ll,35.83,37.49,19.61,27.43,29.45,21.83,10.49,8.7,6.31,6,6.68,NA,co,60,cr,s,n,h,f,n,1,0,n,NA
...1030,42492,1029,152,12,B1,2,12,rd,1.7,p,ll,27.42,28.51,7.38,10.54,12.45,9.32,6.54,5.47,3.3,2.03,2.9299999999999997,NA,co,20,cr,s,n,h,f,n,1,0,n,NA
...1031,42492,1030,153,13,B1,2,12,rd,0.7,p,co,12.77,17.49,17.5,14.55,12.25,8.58,3.76,2.93,2.25,1.5,1.81,1.56,co,0,n,n,n,h,f,n,2,0,n,NA
...1032,42492,1031,154,14,B1,2,12,rd,4.6,p,ll,28.58,34.25,21.7,17.16,13.86,17.6,8.8,7.11,5.86,3.11,2.8299999999999996,NA,co,0,n,n,n,h,f,n,3,0,n,NA
...1033,42492,1032,155,15,B1,2,12,rd,5.4,p,t,19.74,28.9,25.18,23.73,22.13,20.16,7.56,7.1,7.15,6.32,4.64,6.1499999999999995,fa,0,n,n,n,h,s,b,2,0,p2,NA
...1034,42492,1033,156,16,B1,2,12,rd,5.8,p,co,33.6,34.74,16.63,26.86,27.53,16.61,4.61,7.11,4.56,3.45,3.06,2.75,co,10,di,s,n,h,f,n,4,1,p2,NA
...1035,42492,1034,157,17,B1,2,12,rd,10.4,p,t,22.98,40.08,24.29,31.34,35.47,32.04,8.08,7.86,7.58,6.96,3.19,4.23,co,0,n,n,n,h,f,n,1,0,n,NA
...1036,42492,1035,158,18,B1,2,12,rd,7,p,ll,28.75,32.92,13.93,22.69,26.68,19.86,5.37,6.45,6.36,3.25,3.8,NA,co,0,n,n,n,h,f,n,2,0,p1,NA
...1037,42492,1036,159,19,B1,2,12,rd,23.8,p,co,44.25,55.83,35.2,30.87,34.39,37.05,8.61,10.56,11.6,10.86,6.970000000000001,7.35,co,20,di,s,n,h,f,n,4,2,p4,NA
...1038,42492,1037,160,20,B1,2,12,rd,3.6,p,co,23.3,30.53,22.3,20.58,20.26,17.02,3.06,4.23,4.22,2.21,5.17,3.61,co,0,n,n,n,h,f,n,2,0,p2,NA
...1039,42492,1038,161,21,B1,2,12,rd,1.7,p,t,15.62,21.52,8.28,9.34,13.25,16.37,3.84,5.36,6.12,5.86,1.53,2.9899999999999998,co,0,n,n,n,h,f,n,2,0,n,NA
...1040,42493,1039,1,22,B1,2,12,rd,1.6,p,co,18.67,23.64,16.33,21.23,19.45,13.33,2.83,3.66,3.04,2.37,1.72,0.9,co,0,n,n,n,h,f,n,1,0,n,NA
...1041,42493,1040,2,23,B1,2,12,rd,3.4,p,co,28.47,28.47,12.56,15.88,15.36,12.83,7.64,8.6,5.75,3.12,2.9299999999999997,3.72,co,80,cr,s,n,h,f,n,1,0,n,NA
...1042,42493,1041,3,24,B1,2,12,rd,2.9,p,co,18.47,26.75,21.06,21.99,22.84,16.9,5.96,5.73,4.76,2.73,1.43,3.66,si,0,n,n,n,h,f,n,1,0,n,NA
...1043,42493,1042,4,25,B1,2,12,rd,0.8,p,co,15.19,22.28,7.57,14.48,16.42,17.66,2.08,2.6,2.22,1.62,0.99,1.49,co,0,n,n,n,h,f,n,1,1,p1,NA
...1044,42493,1043,5,26,B1,2,12,rd,2.2,p,ll,28.32,29.31,20.07,15.61,9.97,6.76,4.05,3.86,4.68,4.37,2.19,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...1045,42493,1044,6,27,B1,2,12,rd,0.5,p,co,11.8,17.67,11.67,14.47,15.39,12.54,3,3.03,2.74,1.88,1.1700000000000002,1.07,co,0,n,n,n,h,f,n,1,0,n,NA
...1046,42493,1045,7,28,B1,2,12,bq,14.3,p,t,35.1,43.84,28.4,39.49,41.49,25.28,6.57,6.93,7.59,7.52,6.42,4.35,co,0,n,n,n,h,f,n,3,2,p2,NA
...1047,42493,1046,8,29,B1,2,12,bq,15.1,p,lr,37.09,45.14,38.49,33.02,24.21,15.73,12.57,11.98,12.08,11.23,NA,4.359999999999999,co,10,di,n,n,h,f,n,1,1,p1,NA
...1048,42493,1047,9,30,B1,2,12,bq,6.3,p,co,24.82,44.68,24.38,29.5,25.25,16.83,8.16,7.07,5.71,3.01,2.46,3.4099999999999997,co,0,n,n,n,h,f,n,3,0,n,NA
...1049,42493,1048,10,31,B1,2,12,bq,6.6,p,co,29.95,38.36,23.03,22.01,18.15,11.2,11.29,10.72,8.43,2.51,4.159999999999999,6.6,co,0,n,n,n,h,f,n,3,0,n,NA
...1050,42493,1049,11,32,B1,2,12,bq,30.5,p,co,35.7,72.47,31.88,63.11,66.46,47.67,3.45,5.7,7.73,7.31,5.02,5.3,co,0,n,n,n,h,f,n,3,1,p1,NA
...1051,42493,1050,12,33,B1,2,12,bq,22.8,p,ll,48.17,52.39,19.98,22.28,31.76,29.12,18.46,13.96,13.06,11.41,8.82,NA,co,30,di,s,n,h,f,n,4,1,m1,NA
...1052,42493,1051,13,34,B1,2,12,bq,13.8,p,co,30.88,46.1,8.43,20.95,32.96,41.86,2.65,6.8,8.23,7.54,5.609999999999999,5.22,co,20,di,s,n,h,f,n,2,0,n,NA
...1053,42493,1052,14,35,B1,2,12,bq,22.3,p,ll,51.53,54.3,12.34,19.6,27.89,19.37,10.59,12.02,10.94,5.3,5.04,NA,co,80,cr,s,n,h,f,n,1,0,n,NA
...1054,42493,1053,15,36,B1,2,12,bq,7.3,p,ll,24.66,34.69,16.93,21.51,32.44,25.55,10.71,8.19,5.88,3.16,3.13,NA,co,100,al,s,n,h,f,n,0,0,n,NA
...1055,42493,1054,16,37,B1,2,12,bq,13.2,p,tl,28.66,44.2,18.24,19.15,20.36,27.03,12.74,12.91,11.26,9.74,4.03,NA,co,0,n,n,n,h,f,n,1,0,n,NA
...1056,42493,1055,17,38,B1,2,12,bq,2.7,p,co,13.98,39.44,17.24,25,34.06,39.3,2.89,3.65,4.74,2.87,1.71,2.3299999999999996,co,0,n,n,n,h,f,n,3,2,p2,NA
...1057,42493,1056,18,39,B1,2,12,bq,4.2,p,t,23.49,32.05,20.55,20.11,18.29,21.54,7.51,5.47,4.71,2.98,2.64,3.27,co,0,n,n,n,h,f,n,3,0,n,NA
...1058,42491,1057,112,1,B1,2,13,bq,9,p,co,23.55,60.42,5.51,35.56,40.04,38.52,4.93,6.12,5.59,3.27,2.75,5.02,co,0,n,n,n,h,f,n,5,1,p1,NA
...1059,42491,1058,113,2,B1,2,13,bq,7,p,co,23,42.21,20.28,21.2,20.02,17.13,6.9,7.98,8.13,7.31,10.26,7.53,co,0,n,n,n,h,f,n,2,0,p1,NA
...1060,42491,1059,114,3,B1,2,13,bq,22,p,co,39.18,45.52,24.58,32.98,40.33,41.45,9.2,10.26,9.84,8.13,6.44,6.930000000000001,co,0,cr,n,n,h,f,n,5,1,p1,NA
...1061,42491,1060,115,4,B1,2,13,blq,51,p,co,48.18,67.83,43.59,47.37,46.95,51.11,10.72,13.3,8.06,5.04,6.89,8.25,co,20,di,n,n,h,f,n,6,2,p2m1,NA
...1062,42491,1061,116,5,B1,2,13,plq,31,p,co,47.78,57.28,43.39,38.12,32.3,30.06,8.97,13.98,12.7,12.58,5.72,6.7700000000000005,co,20,di,s,n,h,f,n,3,1,p1,NA
...1063,42491,1062,117,6,B1,2,13,blq,38,p,co,45.54,60.99,33.17,34.87,40.87,48.71,10.71,11.22,9.67,7.19,7.38,12.06,co,20,cl,s,n,h,s,n,2,0,p1,NA
...1064,42491,1063,118,7,B1,2,13,blq,25,p,co,32.66,55.57,51.53,46.31,41.46,24.4,12.54,13.53,12.5,9.68,5.76,7.08,co,0,n,s,n,h,f,n,3,1,p1,NA
...1065,42491,1064,78,8,B1,2,13,blq,69,p,co,40.01,63.25,28.69,57.71,62.46,51.08,8.67,16.16,20.09,17.43,20.51,13.19,co,25,di,s,n,h,f,n,8,0,p1,NA
...1066,42491,1065,79,9,B1,2,13,rq,24,p,co,27.86,64,43.29,49,57.72,53.54,13.63,14.64,10.11,6.74,6.9,7.55,co,5,cl,s,n,1,s,n,2,1,p1,NA
...1067,42492,1066,80,1,B1,2,11,rq,49,p,co,47.52,59.46,38.23,45.75,44.34,43.38,6.72,12.36,14.19,13.67,11.82,9.8,co,15,"di,cl",s,n,h,f,n,3,0,p1,NA
...1068,42492,1067,81,2,B1,2,11,rq,12,p,co,34.92,45.91,29.24,36.41,45.43,40.47,1,6.15,6.61,6.5,5.37,3.9699999999999998,fo,95,al,s,n,h,f,n,1,0,p1,NA
...1069,42492,1068,82,3,B1,2,11,rq,6,p,co,17.66,32.91,29.45,30.82,29.75,29.68,7.71,7.24,7.12,5.02,3.19,4.3,co,0,n,s,n,h,s,n,1,0,p1,NA
...1070,42492,1069,83,4,B1,2,11,rq,21,p,lr,47.65,56.88,29.08,35.25,36.2,37.68,9.84,11.17,9.99,4.93,4.74,9.59,co,0,n,n,n,h,f,n,1,0,p1,NA
...1071,42492,1070,84,5,B1,2,11,rq,17,p,t,26.15,45.58,27.22,33.8,40.52,43.77,8.6,9.86,8.92,8.02,7.6899999999999995,5.59,co,5,cl,s,n,h,s,n,2,0,p1,NA
...1072,42492,1071,85,6,B1,2,11,rq,13,p,co,29.41,42.09,26.49,25.3,47.74,37.62,10.56,9.77,7.02,5.87,4.26,6.87,si,0,n,n,n,h,f,n,2,3,p1,NA
...1073,42492,1072,86,7,B1,2,11,rq,32,p,ll,33.04,48.41,24.38,31.73,36.83,38.21,9.48,12.47,14.05,16,11.370000000000001,15.467000000000002,co,35,cl,s,n,h,s,n,2,0,p1,NA
...1074,42492,1073,87,8,B1,2,11,rq,11,p,t,24.28,44.77,41.21,40.9,39.47,39.03,8.12,9.04,7.51,6.51,7.34,5.430000000000001,co,0,n,n,n,h,s,n,2,0,p1,NA
...1075,42492,1074,88,9,B1,2,11,rq,14,p,co,35.28,43.9,32.33,32.68,29.69,27.8,9.8,11.25,10.76,5.37,9.8,5.04,co,0,n,n,n,h,f,n,3,0,p1,NA
...1076,42492,1075,89,10,B1,2,11,rq,15,p,co,36.7,45.49,29.17,33.87,36.9,31.26,2.8,7.8,10.56,8.17,7.68,7.94,co,5,di,s,n,h,f,n,4,1,p1,NA
...1077,42492,1076,90,11,B1,2,11,rq,38,p,co,61.95,70.68,32.53,33.56,36.89,29.27,8.56,8.42,11.72,9.22,5.87,6.9,co,0,n,n,n,h,f,n,9,1,p1m1,NA
...1078,42492,1077,91,12,B1,2,11,rq,4,p,ll,32.81,35.38,19.62,19.39,17.68,13.82,10.68,7.74,5.45,2.86,4.46,2.2,co,0,n,n,n,h,f,n,1,0,p1,NA
...1079,42492,1078,92,13,B1,2,11,rq,12,p,ll,30.58,47.71,13.17,24.63,30.62,25.92,2.15,5.63,8.36,11.01,9.84,4.319999999999999,co,5,di,s,n,h,s,n,3,0,p1,NA
...1080,42492,1079,93,14,B1,2,11,rq,2,p,lr,23.28,24.21,11.7,11.64,11.43,9.45,4.64,4.28,2.93,1.9,3.22,1.29,co,0,n,n,n,h,f,n,1,0,p1,NA
...1081,42492,1080,94,15,B1,2,11,rq,7,p,lr,31.98,33.35,15.9,21.64,20.84,18.92,3.67,8.07,9.64,8.87,8.370000000000003,4.68,co,0,n,n,n,h,s,n,1,0,p1,NA
...1082,42492,1081,95,16,B1,2,11,rq,17,p,ll,39.2,44.47,7.55,23.82,26.95,25.02,3.48,9.26,8.97,11.92,9.44,6.72,si,0,cl,s,n,h,s,n,2,0,p1,NA
...1083,42492,1082,96,17,B1,2,11,rq,18,p,co,33.84,33.75,31.98,35.5,39.92,30.43,4.98,7.11,7.05,7.02,8.69,5.38,co,10,cr,s,n,h,s,n,2,1,p1,NA
...1084,42492,1083,97,18,B1,2,11,rq,6,p,ll,32.95,36.2,8.31,19.01,18.1,10.25,5.92,6.15,6.57,8.36,7.39,3.88,si,0,n,n,n,h,f,n,2,0,p1,NA
...1085,42492,1084,98,19,B1,2,11,rq,3,p,lr,16.66,28.59,12.88,14.58,19.18,23.15,6.99,5.77,4.33,2.86,4.68,5.18,co,0,n,n,n,h,s,n,2,0,p1,NA
...1086,42492,1085,99,20,B1,2,11,rq,24,p,lr,41.46,51.39,36.1,38.67,37.85,34.88,11.04,11.45,9.58,8.36,6.68,6.470000000000001,co,50,cr,s,n,h,s,n,1,0,p1,NA
...1087,42492,1086,100,21,B1,2,11,rq,6,p,lr,30,31.23,16.89,15.27,21.88,16.31,4.97,6.81,7.04,5.89,7.6899999999999995,3.74,co,50,cr,s,n,h,f,n,1,0,p1,NA
...1088,42492,1087,101,22,B1,2,11,rq,12,p,ll,41.95,43.57,21.14,29.37,30.26,20.96,2.23,6.25,5.07,3.24,4.609999999999999,7.95,co,10,cl,s,n,h,f,n,2,1,p1,NA
...1089,42492,1088,102,23,B1,2,11,rq,7,p,co,31.24,32.05,19.7,22.86,21.45,17.42,5.76,8.42,7.64,6.5,8.139999999999999,2.3199999999999994,co,0,n,n,n,h,f,n,3,0,p1,NA
...1090,42492,1089,103,24,B1,2,11,rq,4,p,ll,34.66,35.62,12.84,13.07,12.39,12.62,5.54,8.8,4.65,1,4.319999999999999,2.86,co,0,n,n,n,h,f,n,3,1,p1,NA
...1091,42492,1090,104,25,B1,2,11,rq,3,p,co,20.6,35.74,20.74,23.31,24.64,19.46,8.49,5.63,4.36,3.19,2.62,4.6499999999999995,co,5,cl,s,n,b,f,n,1,0,p1,NA
...1092,42492,1091,105,26,B1,2,11,rq,4,p,co,23.57,39.46,23.72,25.33,24.1,20.96,4.75,6.8,5.15,3.98,3.46,4.29,co,0,n,n,n,h,f,n,1,1,p1,NA
...1093,42492,1092,106,27,B1,2,11,rq,4,p,ll,22.24,25.9,13.44,16.47,16.05,14.73,11,8.84,8.48,8.31,7.659999999999999,5.119999999999999,co,0,n,n,n,h,s,n,1,0,p1,NA
...1094,42492,1093,107,28,B1,2,11,rq,2,p,co,14.13,20.77,12.67,15.39,15.72,14.5,5,5.15,4.52,2.42,5.159999999999999,1.1700000000000002,co,0,n,n,n,b,f,n,2,0,p1,NA
...1095,42492,1094,108,29,B1,2,11,rq,4,p,lr,24.6,34.57,14.86,17.22,23.87,23.17,7.59,4.86,3.12,1.92,4.03,2.8099999999999996,co,20,cl,s,n,h,f,n,2,0,p1,NA
...1096,42492,1095,109,30,B1,2,11,rq,31,p,ll,49.46,55.78,32.18,34.88,37.02,29.51,10.38,10.62,9.4,5.33,9.620000000000001,9.38,co,50,cl,s,n,h,f,n,2,0,p1,NA
...1097,42492,1096,110,31,B1,2,11,rq,2,p,ll,15.22,22.73,22.66,17.8,13.12,11.66,6.93,3.84,2.9,1.76,3.14,2.98,co,0,n,n,n,h,f,n,3,0,p1,NA
...1098,42492,1097,111,32,B1,2,11,rq,2,p,co,17.37,21.29,12.69,12.08,7.9,5.86,6.99,6.05,5.77,4.89,5.17,2.04,co,0,n,n,n,h,s,n,1,0,p1,NA
...1099,42492,1098,112,33,B1,2,11,rq,2,p,co,15.33,20.91,15.51,15.31,15.24,14.37,6.15,5.92,5.15,4.54,5.35,2.7800000000000002,co,0,n,n,n,h,f,n,3,0,p1,NA
...1100,42492,1099,113,34,B1,2,11,rq,1,p,co,13.03,21.67,15.77,17.07,17.96,17.98,4.33,4.49,3.13,1.93,2.11,1.43,si,0,n,n,n,h,f,n,2,0,p1,NA
...1101,42492,1100,114,35,B1,2,11,rq,2,p,co,17.92,20.93,17.64,10.07,9.27,8.43,6.98,6.51,6.31,4.82,6.04,1.37,co,0,n,n,n,h,f,n,2,0,p1,NA
...1102,42492,1101,115,36,B1,2,11,rq,1,p,co,10.61,18.22,18.86,16.7,13.86,11.75,4.44,3.87,3.28,1.89,1.72,2.7600000000000002,co,0,n,n,n,h,f,n,2,0,p1,NA
...1103,42492,1102,116,37,B1,2,11,rq,0.6,p,co,14.64,15.88,11.69,12.89,11.24,8.2,2.72,3.63,2.76,1.82,2.15,1.99,co,0,n,n,n,h,f,n,1,1,p1,NA
...1104,42492,1103,117,38,B1,2,11,rq,0.5,p,co,7.5,19.88,16.84,16.57,18.53,8.88,3.94,3.89,2.9,2.49,2.8499999999999996,2.4,co,0,n,n,n,h,f,n,1,0,p1,NA
...1105,42492,1104,118,39,B1,2,11,rq,1,p,co,14.04,18.37,16.51,5.62,15.88,13.93,6.04,5.58,5.24,3.6,3.44,3.06,co,0,n,n,n,h,f,n,2,0,p1,NA
...1106,42492,1105,119,40,B1,2,11,rq,0.5,p,co,19.26,20.41,10.59,12.98,12.48,10.14,4.71,5.1,4.36,3.57,5.319999999999999,3.21,co,0,n,n,n,h,f,n,3,0,p1,NA
...1107,42492,1106,120,41,B1,2,11,rq,0.2,p,co,12.01,17.29,9.07,16.88,14.14,10.81,1.33,1.79,1.52,1.48,1.02,1.74,co,0,n,n,n,h,f,n,1,0,p1,NA
...1108,42492,1107,121,42,B1,2,11,rq,0.3,p,ll,16.87,19.01,7.19,7.31,9.46,7.92,4.88,4.43,3.69,2.19,3.3699999999999997,1.46,co,0,n,n,n,h,f,n,1,0,p1,NA
...1109,42492,1108,122,43,B1,2,11,rq,0.4,p,co,22.37,23.78,6.57,10.44,13.68,10.89,1.12,2.13,2.17,1.81,2.11,1.82,co,20,cr,s,n,h,f,n,1,0,p1,NA
...1110,42492,1109,123,44,B1,2,11,rq,0.6,p,co,15.58,21.37,8.84,13.05,15.5,11.12,3.59,5.57,6.96,5.44,7.29,4.619999999999999,co,0,n,n,n,h,f,n,1,0,p1,NA
...1111,42492,1110,124,45,B1,2,11,rq,0.1,p,co,20.18,20.2,9.24,6.97,4.3,3.33,2.92,2.35,1.83,1.98,1.7,0.74,co,0,cr,n,n,h,f,n,1,0,p1,NA
...1112,42492,1111,125,46,B1,2,11,rq,0.3,p,co,10.66,29.09,19.77,13.02,12.41,10.67,4.63,4.45,3.48,2.43,3.4099999999999997,2.82,co,0,n,n,n,h,f,n,2,0,p1,NA
...1113,42492,1112,126,47,B1,2,11,lbq,2,p,co,22.49,24.77,10.16,17.91,20.25,11.05,3.29,4.62,5.15,3.41,2.26,2.92,co,0,n,n,n,h,f,n,2,0,p1,NA
...1114,42492,1113,127,48,B1,2,11,lbq,7,p,co,32.32,36.58,16.4,20.25,23.35,27.95,5.95,7.56,7.69,4.83,4.55,5.8,co,0,n,n,n,h,f,n,3,0,p1,NA
...1115,42492,1114,128,49,B1,2,11,lbq,13,p,co,28.75,46.76,31.59,32.03,32.94,31.07,7.56,9.18,9,8.91,4.95,5.6499999999999995,co,0,n,n,n,h,f,n,4,0,p1,NA
...1116,42492,1115,129,50,B1,2,11,lbq,3,p,co,22.69,30.1,13.58,20.6,20.72,22.26,5.6,3.95,4.11,3.05,2.8,2.53,co,0,n,n,n,h,f,n,3,0,p1,NA
...1117,42492,1116,130,51,B1,2,11,lbq,17,p,co,48.62,49.17,16.96,22.75,24.83,27.73,12.37,8.49,5.86,6.39,6.5,5.02,co,50,cr,s,n,h,f,n,1,0,p1,NA
...1118,42492,1117,131,52,B1,2,11,lbq,3,p,co,24.37,30.07,17.91,19.29,19.24,16.21,8.34,7.04,6.31,4.3,3.8,4.95,co,0,n,n,n,b,f,n,1,0,p1,NA
...1119,42492,1118,132,53,B1,2,11,lbq,5,p,co,24.39,33.16,25.75,25.93,20.96,15.39,5.9,6.06,3.41,3.48,7,3.21,co,0,n,n,n,h,f,n,2,0,p1,NA
...1120,42492,1119,133,54,B1,2,11,lbq,9,p,co,32.78,45.88,25.41,41.27,44.38,33.51,3.29,8.3,4.59,2.51,3.92,2.63,co,10,cl,s,n,h,f,n,1,0,p1,NA
...1121,42492,1120,134,55,B1,2,11,lbq,5,p,co,27.53,27.9,14.12,17.42,18.83,17.04,5.16,8.62,8.56,5.08,4.25,4.51,co,0,n,n,n,h,f,n,4,0,p1,NA
...1122,42492,1121,135,56,B1,2,11,lbq,132,p,co,74.75,96.42,35.36,74.19,93.9,87.94,1,14.27,16.42,12.87,14.55,11.12,fo,100,al,s,n,h,f,n,0,0,p1,NA
...1123,42492,1122,136,57,B1,2,11,lbq,3,p,co,13.4,29.14,17.92,18.14,13.86,11.37,6.71,7.91,7.3,7.26,2.46,7.49,si,0,n,n,n,h,s,n,1,0,p1,NA
...1124,42492,1123,137,58,B1,2,11,lbq,1.5,p,co,15.72,29.49,26.49,26.73,23.93,22.74,2.02,3.77,3.43,3.2,2.01,3.2800000000000002,co,0,n,n,n,h,s,n,4,0,p1,NA
...1125,42493,1124,138,59,B1,2,11,lbq,3,p,co,14.64,28.96,25.41,26.17,23.44,21.48,4.81,4,3.25,2.69,2,3.62,co,0,cl,s,n,h,f,n,1,1,p1,NA
...1126,42493,1125,139,60,B1,2,11,lbq,0.3,p,co,3.69,17.05,8.68,9.05,11.95,12.31,1,1,1,1,1.42,2.8299999999999996,fo,0,n,n,n,h,f,n,1,0,p1,NA
...1127,42493,1126,140,61,B1,2,11,lbq,0.3,p,co,14.23,17.78,11.88,12,12.91,13.23,1.83,3.64,3.76,2.58,2.56,3.27,co,0,n,n,n,h,f,n,2,0,p1,NA
...1128,42493,1127,141,62,B1,2,11,lbq,0.6,p,ll,21.12,21.17,10.32,10.81,13.38,9.27,6.09,6.53,5.02,5.15,2.94,4.01,si,0,n,n,n,h,f,n,1,0,p1,NA
...1129,42493,1128,142,63,B1,2,11,lbq,0.3,p,ll,9.99,18.6,14.95,15.21,15.4,13.56,7.36,6.58,4.38,2.58,2.66,3.94,co,0,n,n,n,b,f,n,2,0,p1,NA
...1130,42493,1129,143,64,B1,2,11,lbq,0.1,p,co,9.95,19.18,11.49,17.18,18.96,16.5,1.89,2.77,2.77,1.65,1.43,0.8700000000000001,co,0,n,n,n,h,f,n,1,0,p1,NA
...1131,42493,1130,144,65,B1,2,11,lbq,0.1,p,co,11.45,12.71,7.78,8.36,8.67,8.48,1.76,2.76,2.42,2.39,1.6900000000000002,1.45,co,0,n,n,n,h,f,n,1,0,p1,NA
...1132,42493,1131,145,66,B1,2,11,bq,30,p,co,39.28,62.04,27.92,38.13,41.67,38.96,2.49,7.59,11.2,13.64,10.200000000000001,12.129999999999999,co,20,di,s,n,h,f,n,5,0,p1,NA
...1133,42493,1132,146,67,B1,2,11,bq,10,p,co,28.82,38.69,20.22,17.06,16.63,13.07,11.81,12.82,11.7,8.28,5.72,5.14,co,80,cl,s,n,h,f,n,1,0,p1,NA
...1134,42493,1133,147,68,B1,2,11,bq,30,p,co,29.65,58.54,52.67,54.52,53.2,58.24,17.41,13.26,12.38,10.2,67.28,8.92,co,0,n,n,n,h,h,n,2,0,p1,NA
...1135,42493,1134,148,69,B1,2,11,bq,11,p,co,30.07,42.3,23.19,29.78,33.69,34.26,7.63,6.1,5.77,4.67,4.71,4.1499999999999995,co,0,n,n,n,h,f,n,3,0,p1,NA
...1136,42493,1135,149,70,B1,2,11,bq,9,p,co,23.67,39.06,16.94,31.48,23.56,14.85,7.84,2.67,2.71,2.8,3.3,2.94,co,0,n,n,n,h,f,n,3,0,p1,NA
...1137,42493,1136,150,71,B1,2,11,bq,6,p,ll,36.74,41.09,17.01,12.93,50.85,23.05,6.31,4.21,3.66,3.86,2.84,4.1499999999999995,co,0,n,n,n,h,f,n,3,0,p1,NA
...1138,42493,1137,151,72,B1,2,11,bq,4,p,co,25.71,30.5,20.14,19.82,20.07,23.71,3.82,5.37,4.69,3.52,4.71,2.6,co,0,n,n,n,h,f,n,3,0,p1,NA
...1139,42493,1138,152,73,B1,2,11,bq,3,p,ll,21.19,28.29,24.44,21.9,21.06,15.99,4.91,7.24,6.86,5.12,2.12,4.77,co,0,n,n,n,h,f,n,1,1,p1,NA
...1140,42493,1139,153,74,B1,2,11,bq,4,p,co,20.37,32.06,20.29,26.65,27.54,25.53,1,3.32,3.86,3.11,2.4,3.98,fo,0,n,n,n,h,f,n,2,0,p1,NA
...1141,42493,1140,154,75,B1,2,11,bq,0.5,p,co,17.95,26.91,13.44,17.16,17.98,18.55,2.12,3.11,3.39,3.34,2.56,3.25,co,0,n,n,n,h,f,n,2,0,p1,NA
